"","sub_id","common_name","sci_name","tax_order","count_raw","state","loc","locid","lat","lon","date","time","protocol","distance_traveled","area_covered","all_obs","breed_code","checklist_comments","species_comments","observers","vehicles","weather","notes","count","year","mbbs_county","route_num","stop_num","hab_hm","hab_p","hab_o","hab_b","hab_other","source"
"21","S11606105","Canada Goose","Branta canadensis",324,"13","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2011-05-22,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F; vehicles=49","","Jeffrey Pippen",NA,"start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F",NA,13,2011,"durham",4,NA,NA,NA,NA,NA,NA,NA
"22","S10954231","Canada Goose","Branta canadensis",324,"15","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2012-06-10,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=mid-upper 60s F, mostly clear, no wind; vehicles=72; notes=excessive noise @ stop 9","","Jeffrey Pippen",72,NA,NA,15,2012,"durham",4,NA,NA,NA,NA,NA,NA,NA
"23","S14378705","Canada Goose","Branta canadensis",324,"30","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2013-06-09,"05:26 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=upper 60sF, mostly cloudy, calm; vehicles=92; notes=no nightbirds 15 min before start, ridiculous number of vehicles out this early, Great Egret at stop 17 was unexpected and a first for this route, herps heard were Gray Treefrog, Bullfrog, Green Frog, and E. Narrowmouth Toad","","Jeffrey Pippen",92,"upper 60sF, mostly cloudy, calm",NA,30,2013,"durham",4,NA,NA,NA,NA,NA,NA,NA
"24","S18401328","Canada Goose","Branta canadensis",324,"6","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2014-05-15,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=none; weather=upper 60sF, mostly cloudy, calm; vehicles=424; notes=did not arrive 15 min before start for nightbirds, beyond ridiculous number of vehicles due to having to survey on a weekday, vehicles significantly hampered hearing/seeing birds, Osprey at stop 18 on a power pole was a first for this route, only herp heard was Bullfrog","","Jeffrey Pippen",424,"upper 60sF, mostly cloudy, calm",NA,6,2014,"durham",4,NA,NA,NA,NA,NA,NA,NA
"25","S56709106","Canada Goose","Branta canadensis",324,"5","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2019-05-25,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Roger Shaw; weather=70F, partly cloudy, no wind; vehicles=128","","Roger Shaw",NA,"70F, partly cloudy, no wind",NA,5,2019,"durham",4,NA,NA,NA,NA,NA,NA,NA
"26","S69568546","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2020-05-24,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Roger Shaw; weather=64F, light fog early, no wind; vehicles=41","","Roger Shaw",NA,"64F, light fog early, no wind",NA,2,2020,"durham",4,NA,NA,NA,NA,NA,NA,NA
"27","S8267054","Canada Goose","Branta canadensis",324,"1","US-NC","MBBS, NC, Durham Co, Route 05, Farrington Mill Road NE","L980935",35.88307,-78.99265,2011-05-15,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Alan Johnston, Denny Dobbin; weather=?; vehicles=?; notes=none","","Alan Johnston, Denny Dobbin",NA,NA,NA,1,2011,"durham",5,NA,NA,NA,NA,NA,NA,NA
"28","S37487024","Canada Goose","Branta canadensis",324,"3","US-NC","MBBS, NC, Durham Co, Route 05, Farrington Mill Road NE","L980935",35.88307,-78.99265,2017-06-04,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 minutes each); observers=David Smith, Judy Smith; weather=60F, partly cloudy; vehicles=61; habitat@20L=M; habitat@20R=MB; notes=original stop 20 no longer accessible, new stop 20 on Cranford Rd.","Stops: 0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","David Smith, Judy Smith",61,"60F, partly cloudy",NA,3,2017,"durham",5,NA,NA,NA,NA,NA,NA,NA
"29","S56778629","Canada Goose","Branta canadensis",324,"7","US-NC","MBBS, NC, Durham Co, Route 05, Farrington Mill Road NE","L980935",35.88307,-78.99265,2019-05-26,"05:31 AM","eBird - Traveling Count",15.288,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; vehicles=67; habitat=B(P)O,HH,MB(S),B(P)P,BB,BB,HB,BB(O),MB(M),MB,MB(P),BB(M),BM,BB(P),PB(H),B(H)B,BB,MH,B(S)B(H),MB(M); weather=mostly clear, 72F; notes=noise from I-40 at stops 7, 9",",,,,,,7,,,,,,,,,,,,,","David Smith, Judy Smith",67,"mostly clear, 72F",NA,7,2019,"durham",5,NA,NA,NA,NA,NA,NA,NA
"30","S8411208","Canada Goose","Branta canadensis",324,"16","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2011-05-29,"05:20 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith; others=Judy Smith; weather=70F, clear; vehicles=68; habitat@1R=P; habitat@2R=P; habitat@3R=B; habitat@4R=P; habitat@5L=BP; habitat@7L=BS; habitat@7R=BSW; habitat@8L=BP; habitat@9L=BP; habitat@9R=SP; habitat@10R=BP; habitat@11L=OSM; habitat@11R=OSM; habitat@12R=B;habitat@13L=M; habitat@13R=BM; habitat@14L=M; habitat@14R=M; habitat@15L=BM; habitat@15R=BP; habitat@16R=BH; habitat@17L=BS; habitat@18L=BM; habitat@18R=BP; habitat@19L=BSW; habitat@20L=S","","David Smith",68,"70F, clear",NA,16,2011,"durham",6,NA,NA,NA,NA,NA,NA,NA
"31","S10892855","Canada Goose","Branta canadensis",324,"28","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2012-05-20,"05:27 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith, Judy Smith; weather=53F, sunny; vehicles=88","","David Smith, Judy Smith",NA,"53F, sunny",NA,28,2012,"durham",6,NA,NA,NA,NA,NA,NA,NA
"32","S19015293","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2014-06-01,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith, Judy Smith; weather=57F, partly cloudy; vehicles=85; habitat@3L=BS; habitat@7L=BS; habitat@10R=BM; habitat@13R=BH; notes=no owls during 15 minutes before start","","David Smith, Judy Smith",85,"57F, partly cloudy",NA,2,2014,"durham",6,NA,NA,NA,NA,NA,NA,NA
"33","S23691505","Canada Goose","Branta canadensis",324,"5","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2015-05-17,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith, Judy Smith; weather=64F, clear; vehicles=80; habitat@4L=BP; habitat@7L=BP; habitat@7R=BOW; habitat@9L=BS; habitat@10R=BMS; habitat@14L=OM; notes=no owls during 15 minutes before start","","David Smith, Judy Smith",80,"64F, clear",NA,5,2015,"durham",6,NA,NA,NA,NA,NA,NA,NA
"34","S29694688","Canada Goose","Branta canadensis",324,"17","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2016-05-15,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith, Judy Smith; weather=50F, clear; vehicles=76; habitat@1R=BP; habitat@13L=H; habitat@14L=OBM; notes=major construction at stop 1","","David Smith, Judy Smith",76,"50F, clear",NA,17,2016,"durham",6,NA,NA,NA,NA,NA,NA,NA
"35","S46302860","Canada Goose","Branta canadensis",324,"7","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2018-05-27,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; weather=71F, clear to partly cloudy; vehicles=103","Stops: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0","David Smith, Judy Smith",NA,"71F, clear to partly cloudy",NA,7,2018,"durham",6,NA,NA,NA,NA,NA,NA,NA
"36","S56622883","Canada Goose","Branta canadensis",324,"6","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2019-05-19,"05:42 AM","eBird - Traveling Count",15.288,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; vehicles=151; habitat=B(S)B(P),B(P)P,B(S)B,B(P)P,B(P)B,B(P)B(P),B(P)B(OW),B(P)B(P),B(S)S(P),PB(MS),O(SM)O(SM),PB(P),HB(H),O(BM)M,B(M)B(P),BB(H),B(S)B,B(M)B(P),B(SW)B,SB(M); weather=sunny, 70F",",5,,1,,,,,,,,,,,,,,,,","David Smith, Judy Smith",151,NA,NA,6,2019,"durham",6,NA,NA,NA,NA,NA,NA,NA
"37","S12368933","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2011-06-16,"05:30 AM","eBird - Traveling Count",14.484,NA,1,"","Observer=Brian Strong","","Brian Strong",NA,NA,NA,2,2011,"durham",7,NA,NA,NA,NA,NA,NA,NA
"38","S11054030","Canada Goose","Branta canadensis",324,"26","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2012-06-10,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=sunny, 66 to 68 F, 0 wind, 0 clouds; vehicles=37","","Brian Bockhahn",NA,"sunny, 66 to 68 F, 0 wind, 0 clouds",NA,26,2012,"durham",8,NA,NA,NA,NA,NA,NA,NA
"39","S18982904","Canada Goose","Branta canadensis",324,"41","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2014-06-01,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=57, clear, sunny; vehicles=32; habitat@1=B, habitat@2=B, habitat@3=M, habitat@4=M, habitat@5=M, habitat@6=M, habitat@7=M, habitat@8=B, habitat@9=B, habitat@10=B, habitat@11=M, habitat@12=B, habitat@13=M, habitat@14=B, habitat@15=B, habitat@16=B, habitat@17=M, habitat@18=M, habitat@19=B, habitat@20=M","","Brian Bockhahn",32,"57, clear, sunny",NA,41,2014,"durham",8,NA,NA,NA,NA,NA,NA,NA
"40","S23903602","Canada Goose","Branta canadensis",324,"6","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2015-06-14,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=74F, clear, no wind; vehicles=46; habitat@5=M; habitat@6=M","","Brian Bockhahn",46,"74F, clear, no wind",NA,6,2015,"durham",8,NA,NA,NA,NA,NA,NA,NA
"41","S30491767","Canada Goose","Branta canadensis",324,"43","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2016-06-19,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=58F, clear, no wind; vehicles=32","","Brian Bockhahn",NA,"58F, clear, no wind",NA,43,2016,"durham",8,NA,NA,NA,NA,NA,NA,NA
"42","S37665928","Canada Goose","Branta canadensis",324,"38","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2017-06-18,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=73F, cloudy, light wind; vehicles=28; notes=Sherron Road bridge out caused short detour/delay.","","Brian Bockhahn",28,"73F, cloudy, light wind",NA,38,2017,"durham",8,NA,NA,NA,NA,NA,NA,NA
"43","S57418924","Canada Goose","Branta canadensis",324,"16","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2019-06-16,"05:23 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=65 clear, light wind; vehicles=42","","Brian Bockhahn",NA,"65 clear, light wind",NA,16,2019,"durham",8,NA,NA,NA,NA,NA,NA,NA
"44","S70082851","Canada Goose","Branta canadensis",324,"5","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2020-05-31,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=65F, partly cloudy, light wind; vehicles=29","","Brian Bockhahn",NA,"65F, partly cloudy, light wind",NA,5,2020,"durham",8,NA,NA,NA,NA,NA,NA,NA
"45","S117821504","Wood Duck","Aix sponsa",433,"2","US-NC","MBBS, Durham, Route 1-2","L19210985",36.153833,-78.945099,2022-05-22,"06:00 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=0; habitat=B,O","","Robin Moran, Jennifer Maher, Noah Rokoske",0,NA,NA,2,2022,"durham",1,2,NA,NA,NA,NA,NA,NA
"46","S57561031","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2019-05-26,"05:36 AM","eBird - Traveling Count",16.093,NA,1,"","clear/no wind/73 degrees","","robin moran and jennifer maher",NA,NA,NA,1,2019,"durham",1,NA,NA,NA,NA,NA,NA,NA
"47","S70173514","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2019-05-26,"05:36 AM","eBird - Traveling Count",16.093,NA,1,"","observers=robin moran and jennifer maher;  weather=73 F, clear, no wind; vehicles=23; habitat=unchanged","","robin moran and jennifer maher",23,"73 F, clear, no wind",NA,1,2019,"durham",1,NA,NA,NA,NA,NA,NA,NA
"48","S39194329","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 02, Stagville Road NW","L1171679",36.12167,-78.83963,2017-06-10,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=63F, mostly clear, calm; vehicles=117","","Jeffrey Pippen",NA,"63F, mostly clear, calm",NA,1,2017,"durham",2,NA,NA,NA,NA,NA,NA,NA
"49","S11606105","Wood Duck","Aix sponsa",433,"3","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2011-05-22,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F; vehicles=49","","Jeffrey Pippen",NA,"start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F",NA,3,2011,"durham",4,NA,NA,NA,NA,NA,NA,NA
"50","S10954231","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2012-06-10,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=mid-upper 60s F, mostly clear, no wind; vehicles=72; notes=excessive noise @ stop 9","","Jeffrey Pippen",72,NA,NA,1,2012,"durham",4,NA,NA,NA,NA,NA,NA,NA
"51","S30491767","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2016-06-19,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=58F, clear, no wind; vehicles=32","","Brian Bockhahn",NA,"58F, clear, no wind",NA,1,2016,"durham",8,NA,NA,NA,NA,NA,NA,NA
"52","S11606105","Mallard","Anas platyrhynchos",515,"1","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2011-05-22,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F; vehicles=49","","Jeffrey Pippen",NA,"start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F",NA,1,2011,"durham",4,NA,NA,NA,NA,NA,NA,NA
"53","S8267054","Mallard","Anas platyrhynchos",515,"4","US-NC","MBBS, NC, Durham Co, Route 05, Farrington Mill Road NE","L980935",35.88307,-78.99265,2011-05-15,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Alan Johnston, Denny Dobbin; weather=?; vehicles=?; notes=none","","Alan Johnston, Denny Dobbin",NA,NA,NA,4,2011,"durham",5,NA,NA,NA,NA,NA,NA,NA
"54","S37468920","Mallard","Anas platyrhynchos",515,"2","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2017-05-29,"05:35 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; weather=68F, clear; vehicles=140","Stops: 0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","David Smith, Judy Smith",NA,"68F, clear",NA,2,2017,"durham",6,NA,NA,NA,NA,NA,NA,NA
"55","S46302860","Mallard","Anas platyrhynchos",515,"1","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2018-05-27,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; weather=71F, clear to partly cloudy; vehicles=103","Stops: 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","David Smith, Judy Smith",NA,"71F, clear to partly cloudy",NA,1,2018,"durham",6,NA,NA,NA,NA,NA,NA,NA
"56","S46261609","Mallard","Anas platyrhynchos",515,"3","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2018-06-03,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=cloudy, no wind, 70F; vehicles=40","","Brian Bockhahn",NA,"cloudy, no wind, 70F",NA,3,2018,"durham",8,NA,NA,NA,NA,NA,NA,NA
"57","S113356368","duck sp.","Anatidae (duck",750,"3","US-NC","MBBS, Durham Co, Route 2-7","L11639970",36.15219,-78.872216,2022-06-19,"06:07 AM","eBird - Stationary Count",NA,NA,1,"","V=0","","Jeffrey Pippen",NA,NA,NA,3,2022,"durham",2,7,NA,NA,NA,NA,NA,NA
"58","S140723385","waterfowl sp.","Anatidae sp.",751,"6","US-NC","MBBS, Durham, Route 4-2","L15396335",36.09265,-78.90081,2023-06-03,"05:36 AM","eBird - Stationary Count",NA,NA,1,"","v=0","3 white geese or ducks, walking beside ""Black Lives Matter"" Lake, orange-ish beaks and legs. Hard to judge size or see other field marks. 3 birds swimming, lead bird resembled Mallard and two following were lighter in color. Uncertain: distance and darkness were challenges.","Stephen Brooks",NA,NA,NA,6,2023,"durham",4,2,NA,NA,NA,NA,NA,NA
